# threshold=0.001
# window=5
x0,x1,y,convergence_iter
0.6657995800131589,0.12396912767534907,0.5389961189269181,0
0.8777909889953304,0.7786275008473289,0.42058623962798264,0
0.14269907423594608,0.34900513057320015,-0.06562362443733738,0
0.8452754286767249,0.7111202665952655,0.293992912410866,0
0.45464714105124415,0.2904551797740609,0.2149645101004509,0
0.5777128444074784,0.7719731841154063,0.023105549798190586,0
0.4381660616117107,0.6850182567997548,0.24461934400448035,0
0.34174959302885033,0.028697719822277867,0.0387490151561584,0
0.33864815688701766,0.21386724563864368,-0.013857618149729824,0
0.7026365569244406,0.9265641975455574,0.6112052157614438,0
0.566581,0.045364,-0.005287521042158178,0
0.723782,0.206887,0.45667613913307886,0
0.702637,0.926564,0.6840853188300118,0
0.010819,0.996021,0.012714282619145624,0
0.999067,0.028224,-0.04623472328704182,0
0.702637,0.926564,0.5936452130944241,0
0.702637,0.926564,0.5894218445036916,0
0.691693,0.080155,0.733438520174536,0
0.892058,0.938487,0.07869520964336339,0
0.709026,0.537239,0.6966218122295218,0
0.65755,0.955661,0.4643883655128761,0
0.679673,0.94528,0.5384172733004384,0
0.23877714576830233,0.11047411313139466,0.05032870081497215,0
0.7805759335597137,0.9161594213636298,0.3422005065556621,0
0.5061693636601031,0.7811864515317521,0.12399946457376235,0
0.0777547217607315,0.045324630968749835,0.013786508551971,0
0.6265856686479438,0.37546233796157524,0.29158898482147505,0
0.7525956472371971,0.01751269483457596,0.40352776318601585,0
0.6929589900116704,0.4561109284922905,0.6213825286936285,0
0.6952349914220323,0.141963228216491,0.6313311729322355,0
0.8114806146097702,0.19458746921883485,0.3194387403880454,0
0.6876487049108688,0.0007125843935784637,0.6247284049106666,0
