# threshold=0.001
# window=5
x0,x1,y,convergence_iter
0.31940388883889725,0.7629593742689353,1.3226770395454077e-79,0
0.5743292145098291,0.879898104984359,1.0330782375230975e-46,0
0.7310236309563586,0.7329998764152272,7.710875114502849e-16,0
0.8403534169072556,0.26473161399676703,3.341771007676023e-124,0
0.6501140597987644,0.6815263520602101,-0.0036060626443634764,0
0.41043713662518566,0.14755429902998185,-2.1592490357331095e-54,0
0.31269115679477755,0.07872277794971883,-2.0890932702320842e-91,0
0.6834181688515067,0.8610574643936101,2.5350011535584046e-40,0
0.08250725182080587,0.403487506426324,3.6067711901420254e-81,0
0.8838898288181171,0.5822539743824439,6.229856468168659e-48,0
0.202514,0.586723,-3.828741202827685e-53,1
0.489595,0.116877,-1.7334156414975705e-68,2
0.020026,0.996624,0.0,3
0.956717,0.004359,5.025e-321,4
0.985825,0.98681,7.544962382682488e-180,5
0.044772,0.931757,-1.9408268030761353e-282,6
0.951495,0.745322,-8.619992148759635e-84,7
0.549305,0.180901,-1.0347496107335308e-52,8
0.15,0.85,2.8556640528793443e-181,9
0.0,0.746233,-7.049021850284313e-198,10
0.736641,0.749167,-5.001337309712591e-20,11
0.343316,0.742014,-4.6220574050988755e-67,12
0.2551069310273807,0.24447584248583953,-0.00012756854616716097,13
0.7914514878076223,0.9733486837459057,-0.00011528305620126043,14
0.44963268842268056,0.23467226546159414,-8.285984105416917e-05,15
0.1171035659001105,0.47764876957297075,-6.219554800567243e-05,16
0.3771446803556807,0.24954817593872036,-5.153752086352586e-05,17
0.9157448578787095,0.11017004510613315,-4.7930651853402375e-05,18
0.5189146424870842,0.2775111194340152,-4.661574297870555e-05,19
0.1767727829392317,0.01412473347682397,3.509720980807889e-06,20
0.7020021811103714,0.9590960633711108,0.0004966702040060908,21
0.0963909621534993,0.34153826220162287,-4.782807448654118e-05,22
0.2812337838390083,0.0978832802148597,-7.254727013586284e-05,23
0.28138389202199654,0.5307232910602341,-4.591531226424462e-05,24
0.2658699614595196,0.8069442243540357,-1.4696753294458722e-05,25
0.21517827462871852,0.43935006185622505,-3.751967967367168e-05,26
0.3763594734808262,0.04725033885648511,-5.955532330071929e-06,27
0.47613382109041036,0.30957178602997526,-5.0998085363331965e-05,28
0.6186606119363176,0.3720784115160254,-2.8923564823923913e-05,29
0.05088073454501463,0.9069024180555311,-4.052237959556188e-06,30
0.37125263708827716,0.20763717209391974,-4.354430370346564e-05,31
0.798097435818333,0.5569337212134503,-2.52348758070979e-05,32
0.5652361064811888,0.5040639065645509,-5.559864128001792e-05,33
0.24606661150493847,0.7847089091881483,-9.363987018212494e-06,34
0.9277954301722804,0.8281978524893359,-9.313584131223599e-06,35
0.9275625510065076,0.9474930450447849,0.00028294887927927427,36
0.4778772740237458,0.9950094173238103,-3.7256568265628994e-05,37
0.6747503563802233,0.020144471496602256,-6.728824710059469e-05,38
0.007362269751005512,0.016230456342471444,-7.947335713725143e-05,39
0.9994219092241878,0.42679562166437823,-6.743465502217111e-05,40
0.46995594028734,0.6771759616633237,-5.224409047796351e-05,41
0.7649988574160256,0.0907017660899686,-7.11577826718584e-05,42
